rel_id,head,head_label,relation,tail,tail_label,description,doc_id,chunk_id
REL_000240,报警状态指示信号 c,Parameter,RELATED_TO,报警状态,FaultPhenomenon,信号值为 1 时表示系统处于报警状态,GC WAS-01 驾驶室船舶值班报警系统说明书,GC WAS-01 驾驶室船舶值班报警系统说明书::chunk_7
REL_000241,指示灯,Component,DIAGNOSED_BY,试灯,DiagnosticMethod,指示灯通过试灯方法诊断,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_24
REL_000242,指示灯,Component,DIAGNOSED_BY,调光检查,DiagnosticMethod,指示灯通过调光检查方法诊断,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_24
REL_000243,指示灯,Component,RELATED_TO,指示灯闪烁,FaultPhenomenon,指示灯在报警时呈现闪烁现象,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_7
REL_000244,指示灯闪频,FaultPhenomenon,CAUSED_BY,参数越限,FaultCause,指示灯闪频由参数越限引起,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_1
REL_000245,损坏,FaultPhenomenon,CAUSED_BY,放完电,FaultCause,UPS 损坏由电池放完电引起,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_6
REL_000246,换向程序的调整,DiagnosticMethod,RELATED_TO,齿轮箱,Equipment,换向程序调整涉及齿轮箱换向,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_25
REL_000247,接线盒,Component,HAS_COMPONENT,测速探头,Component,接线盒内部安装测速探头,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_13
REL_000248,控制方式选择阀,Component,RELATED_TO,机旁,Parameter,控制方式选择阀可扳至机旁位置,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_22
REL_000249,控制管路,Component,DIAGNOSED_BY,检查管路接头及漏气,DiagnosticMethod,控制管路通过检查接头及漏气方法诊断,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_24
REL_000250,控制管路,Component,HAS_FAULT,管路接错,FaultPhenomenon,控制管路可能出现接错故障,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_24
REL_000251,控制管路,Component,HAS_FAULT,管路漏气,FaultPhenomenon,控制管路可能出现漏气故障,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_24
REL_000252,控制面板,Component,DIAGNOSED_BY,检查控制面板指示灯及蜂鸣器的完好情况,DiagnosticMethod,控制面板通过试验按钮检查,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_20
REL_000253,操作单元,Equipment,HAS_COMPONENT,操作键盘,Component,操作单元布置有标准键盘,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_5
REL_000254,操作单元,Equipment,HAS_COMPONENT,轨迹球,Component,操作单元布置有轨迹球,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_5
REL_000255,操作面板,Component,DIAGNOSED_BY,检查遥控指示灯是否正常,DiagnosticMethod,操作面板状态通过检查指示灯诊断,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_23
REL_000256,操纵台,Component,HAS_COMPONENT,“机旁”灯,Component,操纵台装机旁状态指示灯,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_25
REL_000257,操纵台,Component,HAS_COMPONENT,“遥控”灯,Component,操纵台装有遥控状态指示灯,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_25
REL_000258,操纵台,Component,HAS_COMPONENT,消音按钮,Component,操纵台装有消音按钮,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_24
REL_000259,操纵台,Component,HAS_COMPONENT,电源转换开关,Component,操纵台装有电源转换开关,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_24
REL_000260,操纵台,Component,HAS_COMPONENT,试灯按钮,Component,操纵台装有试灯按钮,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_24
REL_000261,操纵台,Component,HAS_COMPONENT,调光旋钮,Component,操纵台装有调光旋钮,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_24
REL_000262,操纵台,Component,HAS_COMPONENT,遥控、机旁开关,Component,操纵台包含遥控与机旁切换开关,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_25
REL_000263,操纵台,Component,HAS_COMPONENT,遥控、机旁转换开关,Component,操纵台装有模式转换开关,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_24
REL_000264,操纵器,Component,HAS_COMPONENT,旋钮,Component,操纵器包含调节旋钮,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_25
REL_000265,操纵器,Component,HAS_SAFETY_NOTE,调节该旋钮可防止振动转速禁区内长期运转,SafetyNote,操纵器旋钮调节的安全警示,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_25
REL_000266,操纵器,Component,REPAIRED_BY,微调操纵器的尾端 M8 螺丝,RepairMethod,操纵器通过微调 M8 螺丝进行维修调整,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_25
REL_000267,操纵部位转换必须通过辅车钟相互联系并得到应答确认,SafetyNote,RELATED_TO,辅车钟单元（ATE）,Component,安全注意涉及辅车钟单元的使用,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_18
REL_000268,故障停车,FaultPhenomenon,CAUSED_BY,超出危险的极限值,FaultCause,参数超出危险极限导致故障停车,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_19
REL_000269,故障停车,FaultPhenomenon,CAUSED_BY,重要参数出现故障,FaultCause,重要参数故障导致故障停车,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_19
REL_000270,故障停车,FaultPhenomenon,HAS_SAFETY_NOTE,主机重新起动并已达到空车转速,SafetyNote,故障停车恢复条件之一,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_19
REL_000271,故障停车,FaultPhenomenon,HAS_SAFETY_NOTE,引起故障停车的参数恢复正常,SafetyNote,故障停车恢复条件之一,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_19
REL_000272,故障停车,FaultPhenomenon,REPAIRED_BY,人工确认按下复位,RepairMethod,故障停车后需人工确认复位恢复,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_19
REL_000273,故障停车,FaultPhenomenon,REPAIRED_BY,按下越控按钮,RepairMethod,故障停车可通过越控按钮解除,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_20
REL_000274,故障降速,FaultPhenomenon,CAUSED_BY,超过预先的设令极限,FaultCause,参数超过预设极限导致故障降速,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_19
REL_000275,故障降速,FaultPhenomenon,CAUSED_BY,重要参数出现故障,FaultCause,重要参数故障导致故障降速,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_19
REL_000276,故障降速,FaultPhenomenon,REPAIRED_BY,人工确认按下复位,RepairMethod,故障降速后需人工确认复位恢复,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_19
REL_000277,故障降速,FaultPhenomenon,REPAIRED_BY,按下越控按钮,RepairMethod,故障降速可通过越控按钮解除,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_20
REL_000278,数据输出模块,Component,HAS_PARAMETER,DC24V,Parameter,数据输出模块电源输入电压为 DC24V,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_8
REL_000279,数据输出模块,Component,RELATED_TO,研华 R-8000 系列,Equipment,数据输出模块采用研华 R-8000 系列产品,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_8
REL_000280,数据采集通讯模块,Component,HAS_PARAMETER,DC24V,Parameter,数据采集通讯模块电源输入电压为 DC24V,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_8
REL_000281,数据采集通讯模块,Component,HAS_PARAMETER,RS-232,Parameter,数据采集通讯模块支持 RS-232 通讯方式,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_8
REL_000282,数据采集通讯模块,Component,HAS_PARAMETER,RS-485 通讯方式,Parameter,数据采集通讯模块支持 RS-485 通讯方式,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_8
REL_000283,数据采集通讯模块,Component,RELATED_TO,研华 R-8000 系列,Equipment,数据采集通讯模块采用研华 R-8000 系列产品,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_8
REL_000284,新荣达系列微型打印机,Equipment,BELONGS_TO,打印机,Equipment,新荣达系列微型打印机属于打印机设备类别,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_9
REL_000285,新荣达系列微型打印机,Equipment,HAS_COMPONENT,连续纸,Component,新荣达系列微型打印机使用连续纸作为耗材,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_9
REL_000286,显示单元,Component,HAS_COMPONENT,显示器,Component,显示单元包含显示器,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_5
REL_000287,显示操作面板,Component,HAS_COMPONENT,报警指示灯,Component,显示操作面板包含报警指示灯,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_21
REL_000288,显示操作面板,Component,HAS_COMPONENT,控制方式选择阀,Component,显示操作面板包含控制方式选择阀,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_21
REL_000289,机旁控制单元,Component,HAS_COMPONENT,机旁正车/空车/倒车三位置控制阀,Component,机旁控制单元包含三位置控制阀,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_20
REL_000290,机旁控制单元,Component,HAS_SAFETY_NOTE,机旁控制单元应尽量安装在调速器附近,SafetyNote,机旁控制单元安装位置要求,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_20
REL_000291,机旁控制单元,Component,RELATED_TO,液压调速器气动执行器,Component,机旁控制单元与气动执行器相关,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_20
REL_000292,机旁操纵,DiagnosticMethod,RELATED_TO,遥控、机旁开关,Component,机旁操纵涉及遥控机旁开关的操作,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_26
REL_000293,机旁显示和控制单元,Component,HAS_COMPONENT,两位置转换气阀,Component,机旁显示和控制单元包含两位置转换气阀实现部位转换,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_18
REL_000294,机旁显示箱,Component,HAS_COMPONENT,控制方式选择开关,Component,机旁显示箱包含控制方式选择开关,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_22
REL_000295,机旁显示箱,Component,HAS_COMPONENT,控制方式选择阀,Component,机旁显示箱包含控制方式选择阀,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_22
REL_000296,机旁显示箱,Component,HAS_COMPONENT,正倒车控制阀,Component,机旁显示箱包含正倒车控制阀,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_22
REL_000297,机旁显示箱,Component,HAS_COMPONENT,正倒车操纵阀,Component,机旁显示箱包含正倒车操纵阀,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_22
REL_000298,机舱总线制监测报警系统,System,DIAGNOSED_BY,按下试验按钮所有指示灯全亮同时蜂鸣器有声响输出,DiagnosticMethod,系统工作状态通过按下试验按钮观察指示灯和蜂鸣器来诊断,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_1
REL_000299,机舱总线制监测报警系统,System,HAS_COMPONENT,16 路报警显示单元,Component,系统包含 16 路显示单元配置,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_4
REL_000300,机舱总线制监测报警系统,System,HAS_COMPONENT,16 路采集单元,Component,系统包含 16 路采集单元配置,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_4
REL_000301,机舱总线制监测报警系统,System,HAS_COMPONENT,24 路报警显示单元,Component,系统包含 24 路显示单元配置,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_4
REL_000302,机舱总线制监测报警系统,System,HAS_COMPONENT,24 路采集单元,Component,系统包含 24 路采集单元配置,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_4
REL_000303,机舱总线制监测报警系统,System,HAS_COMPONENT,外控声光继电器,Component,系统包含外控声光继电器组件,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_1
REL_000304,机舱总线制监测报警系统,System,HAS_COMPONENT,外控报警继电器,Component,系统包含外控报警继电器组件,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_1
REL_000305,机舱总线制监测报警系统,System,HAS_COMPONENT,报警数据采集模块,Component,系统包含报警数据采集模块,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_3
REL_000306,机舱总线制监测报警系统,System,HAS_COMPONENT,报警显示单元,Component,系统包含报警显示单元,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_3
REL_000307,机舱总线制监测报警系统,System,HAS_COMPONENT,指示灯,Component,系统包含指示灯组件,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_1
REL_000308,机舱总线制监测报警系统,System,HAS_COMPONENT,数据总线,Component,系统包含数据总线,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_3
REL_000309,机舱总线制监测报警系统,System,HAS_COMPONENT,消音键,Component,系统包含消音键组件,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_1
REL_000310,机舱总线制监测报警系统,System,HAS_COMPONENT,电源系统,Component,系统包含电源系统,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_3
REL_000311,机舱总线制监测报警系统,System,HAS_COMPONENT,蜂鸣器,Component,系统包含蜂鸣器组件,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_1
REL_000312,机舱总线制监测报警系统,System,HAS_COMPONENT,试验按钮,Component,系统包含试验按钮组件,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_1
REL_000313,机舱总线制监测报警系统,System,HAS_FAULT,液位超限,FaultPhenomenon,系统监测液位超限故障现象,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_1
REL_000314,机舱总线制监测报警系统,System,HAS_FAULT,电网绝缘故障,FaultPhenomenon,系统监测电网绝缘故障现象,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_1
REL_000315,机舱总线制监测报警系统,System,HAS_FAULT,超温超压,FaultPhenomenon,系统监测超温超压故障现象,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_1
REL_000316,机舱总线制监测报警系统,System,HAS_PARAMETER,工作环境温度 -10℃~+55℃,Parameter,系统具有该工作环境温度参数,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_2
REL_000317,机舱总线制监测报警系统,System,HAS_PARAMETER,工作电压 DC24V（±20%-30%）1A,Parameter,系统具有该工作电压参数,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_2
REL_000318,机舱总线制监测报警系统,System,HAS_PARAMETER,最大传输距离 1.2km,Parameter,系统通讯具有最大传输距离参数,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_1
REL_000319,机舱总线制监测报警系统,System,HAS_PARAMETER,最大传输速率 2.5Mb/s,Parameter,系统通讯具有最大传输速率参数,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_1
REL_000320,机舱总线制监测报警系统,System,HAS_PARAMETER,相对湿度 ≤RH95% (+40℃),Parameter,系统具有该相对湿度参数,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_2
REL_000321,机舱总线制监测报警系统,System,HAS_PARAMETER,防护等级 IP22,Parameter,系统具有该防护等级参数,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_2
REL_000322,机舱总线制监测报警系统,System,HAS_SAFETY_NOTE,满足 SOLAS 公约,SafetyNote,系统具有该公约满足安全注意,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_2
REL_000323,机舱总线制监测报警系统,System,HAS_SAFETY_NOTE,电磁兼容性及抗干扰措施,SafetyNote,系统具有该电磁兼容安全注意,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_2
REL_000324,机舱总线制监测报警系统,System,HAS_SAFETY_NOTE,符合 IEC-92-230 标准,SafetyNote,系统具有该标准符合性安全注意,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_2
REL_000325,机舱总线制监测报警系统,System,HAS_SAFETY_NOTE,防振防潮湿防盐雾防霉菌措施,SafetyNote,系统具有该环境防护安全注意,机舱总线制监测报警使用说明书,机舱总线制监测报警使用说明书::chunk_2
REL_000326,机舱控制箱,Component,HAS_COMPONENT,“机旁”灯,Component,机舱控制箱装机旁状态指示灯,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_25
REL_000327,机舱控制箱,Component,HAS_COMPONENT,“遥控”灯,Component,机舱控制箱装有遥控状态指示灯,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_25
REL_000328,机舱控制箱,Component,HAS_COMPONENT,倒车灯,Component,机舱控制箱装有倒车状态指示灯,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_25
REL_000329,机舱控制箱,Component,HAS_COMPONENT,复位按钮,Component,机舱控制箱上装有复位按钮,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_19
REL_000330,机舱控制箱,Component,HAS_COMPONENT,报警指示灯板,Component,机舱控制箱包含报警指示灯板,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_14
REL_000331,机舱控制箱,Component,HAS_COMPONENT,指示灯,Component,机舱控制箱包含复位按钮指示灯,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_20
REL_000332,机舱控制箱,Component,HAS_COMPONENT,机旁控制单元,Component,机舱控制箱包含机旁控制单元,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_14
REL_000333,机舱控制箱,Component,HAS_COMPONENT,机旁的显示控制板,Component,机舱控制箱包含机旁的显示控制板,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_14
REL_000334,机舱控制箱,Component,HAS_COMPONENT,空车灯,Component,机舱控制箱装有空车状态指示灯,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_25
REL_000335,机舱控制箱,Component,HAS_COMPONENT,辅车钟单元（ATE）,Component,机舱控制箱包含辅车钟单元,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_14
REL_000336,机舱控制箱,Component,HAS_COMPONENT,遥控、机旁转换开关,Component,机舱控制箱装有模式转换开关,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_24
REL_000337,机舱控制箱,Component,HAS_COMPONENT,顺车灯,Component,机舱控制箱装有顺车状态指示灯,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_25
REL_000338,机舱控制箱,Component,HAS_PARAMETER,防护等级 IP22,Parameter,机舱控制箱防护等级参数,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_2
REL_000339,机舱控制箱,Component,HAS_SAFETY_NOTE,不影响主机操作,SafetyNote,机舱控制箱安装不得影响主机操作,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_3
REL_000340,机舱控制箱,Component,HAS_SAFETY_NOTE,便于操作处,SafetyNote,机舱控制箱安装需便于操作,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_14
REL_000341,机舱控制箱,Component,HAS_SAFETY_NOTE,便于操作维修,SafetyNote,机舱控制箱安装需便于操作维修,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_3
REL_000342,机舱控制箱,Component,HAS_SAFETY_NOTE,安装于距离主机调速手柄较近,SafetyNote,机舱控制箱安装需靠近主机调速手柄,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_14
REL_000343,机舱控制箱,Component,HAS_SAFETY_NOTE,控制箱阀箱靠近主机安装,SafetyNote,机舱控制箱应靠近主机安装,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_3
REL_000344,机舱控制箱,Component,RELATED_TO,主机调速手柄,Component,机舱控制箱安装位置参考主机调速手柄,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_14
REL_000345,机舱监视台,Component,HAS_COMPONENT,联络驾驶室按钮,Component,机舱监视台装有联络驾驶室按钮,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_25
REL_000346,机舱阀箱,Component,HAS_COMPONENT,控制位置转换气阀,Component,机舱阀箱内部包含控制位置转换气阀,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_15
REL_000347,机舱阀箱,Component,HAS_COMPONENT,机旁控制阀,Component,机舱阀箱面板上设有机旁控制阀,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_15
REL_000348,机舱阀箱,Component,HAS_COMPONENT,正倒车控制电磁阀,Component,机舱阀箱内部包含正倒车控制电磁阀,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_15
REL_000349,机舱阀箱,Component,HAS_COMPONENT,电/气转换器 (I/P),Component,机舱阀箱内部包含电/气转换器,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_15
REL_000350,机舱阀箱,Component,HAS_SAFETY_NOTE,安装于机舱控制箱旁,SafetyNote,机舱阀箱需安装在机舱控制箱旁边,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_15
REL_000351,检测点的当前参数,Parameter,HAS_FAULT,参数越限,FaultPhenomenon,检测参数超过设定限值时产生故障现象,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_2
REL_000352,检测点的当前参数,Parameter,RELATED_TO,VDR,Equipment,采集的参数信息传送给 VDR 设备,机舱微机监测报警系统说明书,机舱微机监测报警系统说明书::chunk_2
REL_000353,正倒车控制阀,Component,RELATED_TO,空车,Parameter,正倒车控制阀可扳至空车位置,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_22
REL_000354,正车工作油压控制器,Component,HAS_COMPONENT,常开触点,Component,正车工作油压控制器包含常开触点,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_21
REL_000355,气体泄漏,FaultPhenomenon,DIAGNOSED_BY,1.25 倍额定气压试验,DiagnosticMethod,通过气压试验诊断气体泄漏,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_4
REL_000356,气压转速设定机构,Component,RELATED_TO,膜式执行器,Component,设定机构通过膜式执行器推动,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_8
REL_000357,气容,Component,REPAIRED_BY,放掉气瓶和气容内的杂质和水份,RepairMethod,气容通过放掉杂质和水份进行维护,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书,CDQY2A-PC2-6型 船用主柴油机电气遥控系统说明书::chunk_27
