head,head_label,relation,tail,tail_label,description,chunk_id
应急照明系统,System,HAS_COMPONENT,专用线路,System,应急照明系统有专用线路,船舶电气设备及系统::chunk_305
应急照明系统,System,HAS_PARAMETER,照明电压,Parameter,应急照明系统有照明电压参数,船舶电气设备及系统::chunk_305
应急照明系统,System,HAS_COMPONENT,灯点,Component,应急照明系统有灯点,船舶电气设备及系统::chunk_305
应急照明系统,System,HAS_PARAMETER,用电量,Parameter,应急照明系统需要足够的用电量,船舶电气设备及系统::chunk_305
客船,Equipment,HAS_COMPONENT,应急电源,Equipment,客船有应急电源,船舶电气设备及系统::chunk_305
应急电源,Equipment,HAS_PARAMETER,36h,Parameter,客船应急电源供电时间大于36h,船舶电气设备及系统::chunk_305
货船,Equipment,HAS_COMPONENT,应急电源,Equipment,货船有应急电源,船舶电气设备及系统::chunk_305
应急电源,Equipment,HAS_PARAMETER,18h,Parameter,货船应急电源供电时间一般大于18h,船舶电气设备及系统::chunk_305
临时应急照明系统,System,BELONGS_TO,船舶照明系统,System,临时应急照明系统属于船舶照明系统,船舶电气设备及系统::chunk_305
临时应急照明系统,System,HAS_COMPONENT,蓄电池组,Equipment,临时应急照明由蓄电池组供电,船舶电气设备及系统::chunk_305
临时应急照明系统,System,HAS_SAFETY_NOTE,电气连锁,SafetyNote,与主、应急照明系统有电气连锁,船舶电气设备及系统::chunk_305
临时应急照明系统,System,HAS_COMPONENT,馈线,Component,临时应急照明系统有馈线,船舶电气设备及系统::chunk_305
临时应急照明系统,System,HAS_PARAMETER,30min,Parameter,临时应急照明应能连续供电30min以上,船舶电气设备及系统::chunk_305
航行灯与信号灯照明,System,HAS_COMPONENT,航行灯,Equipment,包含航行灯,船舶电气设备及系统::chunk_305
航行灯与信号灯照明,System,HAS_COMPONENT,信号灯系统,System,包含信号灯系统,船舶电气设备及系统::chunk_305
卤钨灯,Equipment,HAS_COMPONENT,石英玻璃灯管,Component,卤钨灯包含石英玻璃灯管,船舶电气设备及系统::chunk_307
石英玻璃灯管,Component,HAS_COMPONENT,惰性气体,Component,灯管内充有惰性气体,船舶电气设备及系统::chunk_307
石英玻璃灯管,Component,HAS_COMPONENT,卤族元素,Component,灯管内加入卤族元素,船舶电气设备及系统::chunk_307
卤钨灯,Equipment,HAS_COMPONENT,钨丝,Component,卤钨灯包含钨丝,船舶电气设备及系统::chunk_307
卤钨灯,Equipment,HAS_SAFETY_NOTE,水平安装,SafetyNote,卤钨灯要求水平安装,船舶电气设备及系统::chunk_307
卤钨灯,Equipment,HAS_SAFETY_NOTE,倾斜不得超过规定的角度,SafetyNote,卤钨灯安装倾斜度限制,船舶电气设备及系统::chunk_307
倾斜不得超过规定的角度,SafetyNote,CAUSED_BY,灯丝容易拉断,FaultPhenomenon,倾斜安装可能导致灯丝拉断,船舶电气设备及系统::chunk_307
倾斜不得超过规定的角度,SafetyNote,CAUSED_BY,黑化,FaultPhenomenon,倾斜安装可能导致黑化,船舶电气设备及系统::chunk_307
荧光灯,Equipment,HAS_COMPONENT,氩气,Component,荧光灯充有氩气,船舶电气设备及系统::chunk_307
荧光灯,Equipment,HAS_COMPONENT,汞,Component,荧光灯充有汞,船舶电气设备及系统::chunk_307
荧光灯,Equipment,HAS_COMPONENT,氧化物电极,Component,荧光灯有氧化物电极,船舶电气设备及系统::chunk_307
荧光灯,Equipment,HAS_COMPONENT,荧光物质,Component,荧光灯内壁涂有荧光物质,船舶电气设备及系统::chunk_307
荧光灯,Equipment,REPAIRED_BY,镇流器,Equipment,荧光灯需用镇流器限流,船舶电气设备及系统::chunk_307
开关次数频繁,FaultCause,CAUSED_BY,荧光灯,Equipment,开关频繁导致荧光灯寿命降低,船舶电气设备及系统::chunk_307
电压过高过低经常变化,FaultCause,CAUSED_BY,荧光灯,Equipment,电压变化导致荧光灯寿命降低,船舶电气设备及系统::chunk_307
电压的大幅度跌落,FaultCause,CAUSED_BY,荧光灯,Equipment,电压跌落导致荧光灯熄灭,船舶电气设备及系统::chunk_307
高压汞灯,Equipment,HAS_COMPONENT,放电管,Component,高压汞灯的主要构成部分是放电管,船舶电气设备及系统::chunk_307
放电管,Component,HAS_COMPONENT,主电极,Component,放电管两端装有主电极,船舶电气设备及系统::chunk_307
放电管,Component,HAS_COMPONENT,辅助电极,Component,放电管装有辅助电极,船舶电气设备及系统::chunk_307
放电管,Component,HAS_COMPONENT,氩气,Component,放电管内充以氩气作为启动气体,船舶电气设备及系统::chunk_307
放电管,Component,HAS_COMPONENT,汞蒸气,Component,放电管内工作气体为汞蒸气,船舶电气设备及系统::chunk_307
高压汞灯,Equipment,HAS_SAFETY_NOTE,须串接镇流器限流,SafetyNote,高压汞灯须串接镇流器,船舶电气设备及系统::chunk_307
高压汞灯,Equipment,HAS_COMPONENT,辅助电极,Component,高压汞灯有辅助电极,船舶电气设备及系统::chunk_308
高压汞灯,Equipment,HAS_COMPONENT,主电极,Component,高压汞灯有主电极,船舶电气设备及系统::chunk_308
高压汞灯,Equipment,HAS_FAULT,电弧,FaultPhenomenon,高压汞灯主电极之间产生电弧,船舶电气设备及系统::chunk_308
电弧,FaultPhenomenon,CAUSED_BY,汞蒸气,Component,汞蒸气击穿产生电弧,船舶电气设备及系统::chunk_308
高压汞灯,Equipment,HAS_PARAMETER,蓝绿色光,Parameter,高压汞灯发出蓝绿色光,船舶电气设备及系统::chunk_308
高压汞灯,Equipment,HAS_COMPONENT,荧光粉,Component,灯泡壁内涂以荧光粉,船舶电气设备及系统::chunk_308
高压汞灯,Equipment,HAS_PARAMETER,发光效率,Parameter,高压汞灯有发光效率,船舶电气设备及系统::chunk_308
高压汞灯,Equipment,HAS_PARAMETER,额定寿命,Parameter,高压汞灯有额定寿命,船舶电气设备及系统::chunk_308
自镇流高压汞灯,Equipment,HAS_COMPONENT,钨丝,Component,自镇流高压汞灯装有钨丝,船舶电气设备及系统::chunk_308
高压汞灯,Equipment,HAS_FAULT,瞬时断电,FaultPhenomenon,高压汞灯工作中可能瞬间断电,船舶电气设备及系统::chunk_308
高压汞灯,Equipment,HAS_FAULT,欠压,FaultPhenomenon,高压汞灯工作中可能欠压,船舶电气设备及系统::chunk_308
瞬时断电,FaultPhenomenon,REPAIRED_BY,重新启动,RepairMethod,瞬间断电后需重新启动,船舶电气设备及系统::chunk_308
欠压,FaultPhenomenon,REPAIRED_BY,重新启动,RepairMethod,欠压熄灭后需重新启动,船舶电气设备及系统::chunk_308
高压钠灯,Equipment,HAS_COMPONENT,氩气,Component,高压钠灯管内充有氩气,船舶电气设备及系统::chunk_308
高压钠灯,Equipment,HAS_COMPONENT,钠化汞,Component,钠化汞更易激发,船舶电气设备及系统::chunk_308
高压钠灯,Equipment,HAS_COMPONENT,钠蒸气,Component,钠蒸气是主要工作气体,船舶电气设备及系统::chunk_308
高压钠灯,Equipment,HAS_PARAMETER,启动电压,Parameter,高压钠灯需要很高的启动电压,船舶电气设备及系统::chunk_308
高压钠灯,Equipment,DIAGNOSED_BY,电子触发电路,Equipment,高压钠灯由电子触发电路控制冷启动,船舶电气设备及系统::chunk_308
高压钠灯,Equipment,HAS_PARAMETER,启动时间,Parameter,高压钠灯冷启动需8min左右,船舶电气设备及系统::chunk_308
高压钠灯,Equipment,BELONGS_TO,热控开关启动工作线路,System,高压钠灯有热控开关启动工作线路,船舶电气设备及系统::chunk_308
高压钠灯,Equipment,HAS_COMPONENT,外玻璃泡,Component,高压钠灯包含外玻璃泡,船舶电气设备及系统::chunk_309
高压钠灯,Equipment,HAS_COMPONENT,冷接触式双金属片b,Component,高压钠灯包含冷接触式双金属片b,船舶电气设备及系统::chunk_309
热控开关启动工作线路,System,HAS_COMPONENT,冷接触式双金属片b,Component,启动线路包含双金属片,船舶电气设备及系统::chunk_309
热控开关启动工作线路,System,HAS_COMPONENT,加热线圈H,Component,启动线路包含加热线圈,船舶电气设备及系统::chunk_309
热控开关启动工作线路,System,HAS_COMPONENT,镇流器L,Equipment,启动线路包含镇流器,船舶电气设备及系统::chunk_309
高压钠灯,Equipment,HAS_COMPONENT,内管,Component,高压钠灯包含内管,船舶电气设备及系统::chunk_309
高压钠灯,Equipment,HAS_COMPONENT,放电管,Component,高压钠灯包含放电管,船舶电气设备及系统::chunk_309
钠灯突然熄灭,FaultPhenomenon,CAUSED_BY,热控开关需冷却15 min左右,FaultCause,钠灯熄灭导致热控开关需要冷却,船舶电气设备及系统::chunk_309
高压钠灯,Equipment,HAS_PARAMETER,钠蒸气压力,Parameter,高压钠灯的性能与钠蒸气压力有关,船舶电气设备及系统::chunk_309
低压钠灯,Equipment,HAS_PARAMETER,钠蒸气压力,Parameter,低压钠灯的性能与钠蒸气压力有关,船舶电气设备及系统::chunk_309
高压钠灯,Equipment,RELATED_TO,高压汞灯,Equipment,高压钠灯使用场所与高压汞灯相同,船舶电气设备及系统::chunk_309
汞氙灯,Equipment,RELATED_TO,氙灯,Equipment,汞氙灯由氙灯充入汞形成,船舶电气设备及系统::chunk_309
氙灯,Equipment,HAS_COMPONENT,长弧氙灯,Equipment,氙灯包括长弧氙灯类型,船舶电气设备及系统::chunk_309
氙灯,Equipment,HAS_COMPONENT,短弧氙灯,Equipment,氙灯包括短弧氙灯类型,船舶电气设备及系统::chunk_309
汞氙灯,Equipment,HAS_COMPONENT,管形长弧汞氚灯,Equipment,汞氙灯包括管形长弧汞氚灯,船舶电气设备及系统::chunk_309
汞氙灯,Equipment,HAS_COMPONENT,短弧汞氙灯,Equipment,汞氙灯包括短弧汞氙灯,船舶电气设备及系统::chunk_309
船舶照明系统控制线路,System,HAS_COMPONENT,单联控制,System,照明系统包括单联控制,船舶电气设备及系统::chunk_309
单联控制,System,HAS_COMPONENT,单极开关控制,System,单联控制包括单极开关控制,船舶电气设备及系统::chunk_309
单联控制,System,HAS_COMPONENT,双极开关控制,System,单联控制包括双极开关控制,船舶电气设备及系统::chunk_309
篷顶灯,Equipment,HAS_COMPONENT,床头灯,Equipment,篷顶灯接线包含床头灯,船舶电气设备及系统::chunk_309
篷顶灯,Equipment,HAS_COMPONENT,台灯插座,Equipment,篷顶灯接线包含台灯插座,船舶电气设备及系统::chunk_309
篷顶灯,Equipment,HAS_COMPONENT,镜前灯,Equipment,篷顶灯接线包含镜前灯,船舶电气设备及系统::chunk_309
篷顶灯,Equipment,HAS_COMPONENT,应急照明灯,Equipment,篷顶灯包含应急照明灯,船舶电气设备及系统::chunk_309
应急照明灯,Equipment,REPAIRED_BY,总开关,Equipment,应急照明灯由总开关控制,船舶电气设备及系统::chunk_309
船舶照明系统控制线路,System,HAS_COMPONENT,双联控制,System,照明系统包括双联控制,船舶电气设备及系统::chunk_309
双联控制,System,HAS_COMPONENT,双联开关,Equipment,双联控制使用双联开关,船舶电气设备及系统::chunk_309
双联控制,System,HAS_COMPONENT,电源线进开关的双联开关控制,System,双联控制的一种接线方式,船舶电气设备及系统::chunk_309
双联控制,System,HAS_COMPONENT,电源线进灯具的双联开关控制,System,双联控制的另一种接线方式,船舶电气设备及系统::chunk_309
篷顶灯,Equipment,BELONGS_TO,船舶照明系统,System,篷顶灯是船舶照明系统的一部分,船舶电气设备及系统::chunk_310
篷顶灯,Equipment,HAS_COMPONENT,控制电路,System,篷顶灯由控制电路控制,船舶电气设备及系统::chunk_310
双联开关,Equipment,BELONGS_TO,船舶照明系统,System,双联开关用于船舶照明系统,船舶电气设备及系统::chunk_310
荧光灯,Equipment,BELONGS_TO,船舶照明系统,System,荧光灯是船舶照明系统的一部分,船舶电气设备及系统::chunk_310
荧光灯,Equipment,HAS_COMPONENT,双线圈镇流器,Equipment,船用荧光灯采用双线圈镇流器,船舶电气设备及系统::chunk_310
双线圈镇流器,Equipment,HAS_COMPONENT,主线圈,Component,双线圈镇流器包含主线圈,船舶电气设备及系统::chunk_310
双线圈镇流器,Equipment,HAS_COMPONENT,副线圈,Component,双线圈镇流器包含副线圈,船舶电气设备及系统::chunk_310
荧光灯,Equipment,HAS_COMPONENT,启辉器,Component,荧光灯包含启辉器,船舶电气设备及系统::chunk_310
荧光灯,Equipment,HAS_COMPONENT,灯管,Component,荧光灯包含灯管,船舶电气设备及系统::chunk_310
荧光灯,Equipment,HAS_FAULT,闪烁现象,FaultPhenomenon,荧光灯存在闪烁现象,船舶电气设备及系统::chunk_310
双管制荧光灯,Equipment,REPAIRED_BY,三相供电,System,双管制荧光灯采用三相供电以消除闪烁,船舶电气设备及系统::chunk_310
三管制荧光灯,Equipment,REPAIRED_BY,三相供电,System,三管制荧光灯采用三相供电以消除闪烁,船舶电气设备及系统::chunk_310
双管制荧光灯,Equipment,REPAIRED_BY,电容器,Equipment,单相供电时串入电容器可消除闪烁,船舶电气设备及系统::chunk_310
航行灯控制器,Equipment,BELONGS_TO,船舶照明系统,System,航行灯控制器属于船舶照明系统,船舶电气设备及系统::chunk_310
K7型航行灯控制器,Equipment,HAS_COMPONENT,电流继电器,Equipment,控制器包含电流继电器KA1~KA7,船舶电气设备及系统::chunk_310
航行灯,Equipment,HAS_COMPONENT,双丝灯泡,Component,航行灯使用双丝灯泡,船舶电气设备及系统::chunk_310
K7型航行灯控制器,Equipment,HAS_COMPONENT,蜂鸣器HA,Equipment,控制器包含故障蜂鸣器,船舶电气设备及系统::chunk_310
K7型航行灯控制器,Equipment,HAS_COMPONENT,转换开关,Equipment,控制器包含转换开关,船舶电气设备及系统::chunk_310
信号灯开关箱,Equipment,BELONGS_TO,船舶照明系统,System,信号灯开关箱属于船舶照明系统,船舶电气设备及系统::chunk_310
FXU-10型10路信号灯开关箱,Equipment,BELONGS_TO,船舶照明系统,System,该型号开关箱属于船舶照明系统,船舶电气设备及系统::chunk_310
船舶照明系统,System,HAS_FAULT,短路故障,FaultPhenomenon,船舶照明系统存在短路故障,船舶电气设备及系统::chunk_311
船舶照明系统,System,HAS_FAULT,接地故障,FaultPhenomenon,船舶照明系统存在接地故障,船舶电气设备及系统::chunk_311
船舶照明系统,System,HAS_FAULT,断路故障,FaultPhenomenon,船舶照明系统存在断路故障,船舶电气设备及系统::chunk_311
短路故障,FaultPhenomenon,CAUSED_BY,线路受潮,FaultCause,短路故障由线路受潮造成,船舶电气设备及系统::chunk_311
短路故障,FaultPhenomenon,CAUSED_BY,绝缘受损,FaultCause,短路故障由绝缘受损造成,船舶电气设备及系统::chunk_311
短路故障,FaultPhenomenon,HAS_FAULT,空气开关跳开,FaultPhenomenon,短路故障现象包括空气开关跳开,船舶电气设备及系统::chunk_311
短路故障,FaultPhenomenon,HAS_FAULT,熔断丝烧断,FaultPhenomenon,短路故障现象包括熔断丝烧断,船舶电气设备及系统::chunk_311
短路故障,FaultPhenomenon,DIAGNOSED_BY,万用表,Equipment,用万用表检查短路故障,船舶电气设备及系统::chunk_311
短路故障,FaultPhenomenon,DIAGNOSED_BY,挑担灯法,DiagnosticMethod,用挑担灯法检查短路故障,船舶电气设备及系统::chunk_311
挑担灯法,DiagnosticMethod,HAS_COMPONENT,保险丝FU,Equipment,挑担灯法使用保险丝FU,船舶电气设备及系统::chunk_311
挑担灯法,DiagnosticMethod,HAS_COMPONENT,挑担灯HL,Equipment,挑担灯法使用挑担灯HL,船舶电气设备及系统::chunk_311
普通照明,System,HAS_COMPONENT,可携式灯具,Equipment,普通照明包含可携式灯具,船舶电气设备及系统::chunk_311
普通照明,System,HAS_PARAMETER,线路绝缘电阻,Parameter,普通照明需测量线路绝缘电阻,船舶电气设备及系统::chunk_311
普通照明,System,HAS_COMPONENT,灯头接线,Component,普通照明包含灯头接线,船舶电气设备及系统::chunk_311
普通照明,System,HAS_COMPONENT,室外灯具,Equipment,普通照明包含室外灯具,船舶电气设备及系统::chunk_311
应急照明,System,HAS_COMPONENT,应急照明灯具,Equipment,应急照明包含应急照明灯具,船舶电气设备及系统::chunk_311
航行灯,Equipment,HAS_COMPONENT,故障报警装置,Equipment,航行灯配有故障报警装置,船舶电气设备及系统::chunk_311
信号灯,Equipment,HAS_COMPONENT,故障报警装置,Equipment,信号灯配有故障报警装置,船舶电气设备及系统::chunk_311
探照灯,Equipment,HAS_COMPONENT,连接电缆,Component,探照灯使用连接电缆,船舶电气设备及系统::chunk_311
运河灯,Equipment,HAS_COMPONENT,连接电缆,Component,运河灯使用连接电缆,船舶电气设备及系统::chunk_311
临时照明,System,HAS_SAFETY_NOTE,安全网罩,Component,临时照明需使用安全网罩,船舶电气设备及系统::chunk_311
临时照明,System,HAS_SAFETY_NOTE,低压灯,Equipment,临时照明需使用低压灯,船舶电气设备及系统::chunk_311
应急照明灯具,Equipment,HAS_COMPONENT,灯泡,Component,应急照明灯具包含灯泡,船舶电气设备及系统::chunk_311
露天投光灯具,Equipment,HAS_COMPONENT,帆布,Component,露天投光灯具配有帆布罩,船舶电气设备及系统::chunk_311
室外水密插座,Equipment,HAS_COMPONENT,插头螺母,Component,室外水密插座有插头螺母,船舶电气设备及系统::chunk_311
室外水密插座,Equipment,HAS_COMPONENT,防水盖,Component,室外水密插座有防水盖,船舶电气设备及系统::chunk_311
彩灯,Equipment,RELATED_TO,供电线路,System,彩灯需考虑供电线路,船舶电气设备及系统::chunk_311
彩灯,Equipment,RELATED_TO,开关,Equipment,彩灯需考虑开关,船舶电气设备及系统::chunk_311
彩灯,Equipment,HAS_SAFETY_NOTE,保护装置,Equipment,彩灯需配备保护装置,船舶电气设备及系统::chunk_311
油船,Equipment,HAS_SAFETY_NOTE,彩灯,Equipment,油船严禁张挂彩灯,船舶电气设备及系统::chunk_311
接地故障,FaultPhenomenon,CAUSED_BY,电缆线老化破损碰地,FaultCause,接地故障可由电缆老化破损引起,船舶电气设备及系统::chunk_312
接地故障,FaultPhenomenon,CAUSED_BY,灯头接线处线路碰壳,FaultCause,接地故障可由灯头接线碰壳引起,船舶电气设备及系统::chunk_312
甲板照明线路,Component,HAS_FAULT,接地故障,FaultPhenomenon,甲板照明线路更易发生接地故障,船舶电气设备及系统::chunk_312
甲板照明线路,Component,CAUSED_BY,海水和盐雾的侵袭,FaultCause,甲板线路故障常因海水盐雾侵袭,船舶电气设备及系统::chunk_312
接地故障,FaultPhenomenon,DIAGNOSED_BY,500V兆欧表,Equipment,接地故障可用500V兆欧表检查,船舶电气设备及系统::chunk_312
小应急照明系统,System,HAS_FAULT,接地故障,FaultPhenomenon,小应急照明系统也可能发生接地故障,船舶电气设备及系统::chunk_312
小应急照明系统,System,DIAGNOSED_BY,100V兆欧表,Equipment,小应急系统接地故障用100V兆欧表检查,船舶电气设备及系统::chunk_312
照明线路,Component,HAS_PARAMETER,绝缘值,Parameter,照明线路有绝缘值参数要求,船舶电气设备及系统::chunk_312
绝缘值,Parameter,RELATED_TO,0.5MΩ,Parameter,绝缘值应大于0.5MΩ,船舶电气设备及系统::chunk_312
绝缘电阻值,Parameter,RELATED_TO,0.5MΩ,Parameter,测得的绝缘电阻值与0.5MΩ比较,船舶电气设备及系统::chunk_312
接地故障,FaultPhenomenon,DIAGNOSED_BY,对分法,DiagnosticMethod,接地故障点可用对分法检查,船舶电气设备及系统::chunk_312
断路故障,FaultPhenomenon,HAS_FAULT,线路不通,FaultPhenomenon,断路故障表现为线路不通,船舶电气设备及系统::chunk_312
断路故障,FaultPhenomenon,HAS_FAULT,灯泡不亮,FaultPhenomenon,断路故障导致灯泡不亮,船舶电气设备及系统::chunk_312
断路故障,FaultPhenomenon,CAUSED_BY,线路被机械损伤,FaultCause,断路可由线路机械损伤引起,船舶电气设备及系统::chunk_312
断路故障,FaultPhenomenon,CAUSED_BY,振动造成的接线桩头处松脱,FaultCause,断路可由振动导致接线松脱引起,船舶电气设备及系统::chunk_312
断路故障,FaultPhenomenon,CAUSED_BY,灯具开关接触不好或损坏,FaultCause,断路可由开关接触不良或损坏引起,船舶电气设备及系统::chunk_312
断路故障,FaultPhenomenon,DIAGNOSED_BY,通电法,DiagnosticMethod,断路故障可用通电法查找,船舶电气设备及系统::chunk_312
断路故障,FaultPhenomenon,DIAGNOSED_BY,断电法,DiagnosticMethod,断路故障可用断电法查找,船舶电气设备及系统::chunk_312
通电法,DiagnosticMethod,DIAGNOSED_BY,万用表,Equipment,通电法检查需要使用万用表,船舶电气设备及系统::chunk_312
断电法,DiagnosticMethod,DIAGNOSED_BY,万用表,Equipment,断电法检查需要使用万用表,船舶电气设备及系统::chunk_312
表17-1,Equipment,RELATED_TO,日光灯,Equipment,表17-1列出了日光灯的故障信息,船舶电气设备及系统::chunk_312
发电机电压大幅度下降,FaultPhenomenon,DIAGNOSED_BY,检查三者之间连线有否断开,DiagnosticMethod,通过检查连线诊断,船舶电气设备及系统::chunk_319
发电机电压大幅度下降,FaultPhenomenon,REPAIRED_BY,"检查整流器及连线,使其接通",RepairMethod,通过接通整流器修复,船舶电气设备及系统::chunk_319
发电机电压大幅度下降,FaultPhenomenon,REPAIRED_BY,"调换电流绕组或电压绕组,使两者的极性一致",RepairMethod,通过调整极性修复,船舶电气设备及系统::chunk_319
发电机电压大幅度下降,FaultPhenomenon,REPAIRED_BY,检修调速器,RepairMethod,通过检修调速器修复,船舶电气设备及系统::chunk_319
发电机电压大幅度下降,FaultPhenomenon,REPAIRED_BY,"将铁芯调回原位,固定好",RepairMethod,通过复位铁芯修复,船舶电气设备及系统::chunk_319
发电机过热,FaultPhenomenon,CAUSED_BY,长期过载,FaultCause,过载导致过热,船舶电气设备及系统::chunk_319
发电机过热,FaultPhenomenon,CAUSED_BY,励磁绕组短路,FaultPhenomenon,绕组短路导致过热,船舶电气设备及系统::chunk_319
发电机过热,FaultPhenomenon,CAUSED_BY,定子绕组短路,FaultPhenomenon,绕组短路导致过热,船舶电气设备及系统::chunk_319
发电机过热,FaultPhenomenon,CAUSED_BY,三相负载不平衡,FaultCause,负载不平衡导致过热,船舶电气设备及系统::chunk_319
发电机过热,FaultPhenomenon,CAUSED_BY,定、转子相擦,FaultPhenomenon,摩擦导致过热,船舶电气设备及系统::chunk_319
发电机过热,FaultPhenomenon,DIAGNOSED_BY,"观察发电机输出电流及功率,并将其控制在额定值以下",DiagnosticMethod,通过监控输出诊断,船舶电气设备及系统::chunk_319
发电机过热,FaultPhenomenon,REPAIRED_BY,"检查电机定、转子绕组,并修复短路的绕组",RepairMethod,通过修复短路绕组修复,船舶电气设备及系统::chunk_319
发电机过热,FaultPhenomenon,DIAGNOSED_BY,检查是否有单相大功率负载或电动机单相运转,DiagnosticMethod,通过检查负载诊断,船舶电气设备及系统::chunk_319
发电机过热,FaultPhenomenon,DIAGNOSED_BY,检查电机轴承和转轴、转子铁芯有否松动,DiagnosticMethod,通过检查机械部件诊断,船舶电气设备及系统::chunk_319
轴承过热,FaultPhenomenon,CAUSED_BY,轴承磨损严重,FaultCause,磨损导致过热,船舶电气设备及系统::chunk_319
轴承过热,FaultPhenomenon,CAUSED_BY,润滑油(脂)太多、太少或变质,FaultCause,润滑油问题导致过热,船舶电气设备及系统::chunk_319
轴承过热,FaultPhenomenon,CAUSED_BY,电机端盖或轴承装配不当,FaultCause,装配不当导致过热,船舶电气设备及系统::chunk_319
轴承过热,FaultPhenomenon,CAUSED_BY,发电机组装配不良,FaultCause,装配不良导致过热,船舶电气设备及系统::chunk_319
轴承过热,FaultPhenomenon,CAUSED_BY,转轴弯曲,FaultPhenomenon,转轴弯曲导致过热,船舶电气设备及系统::chunk_319
轴承过热,FaultPhenomenon,REPAIRED_BY,更换轴承,RepairMethod,通过更换轴承修复,船舶电气设备及系统::chunk_319
轴承过热,FaultPhenomenon,REPAIRED_BY,"检查、加油或换油,润滑油量不得超过轴承室空间的2/3",RepairMethod,通过维护润滑油修复,船舶电气设备及系统::chunk_319
轴承过热,FaultPhenomenon,REPAIRED_BY,重新安装,RepairMethod,通过重新安装修复,船舶电气设备及系统::chunk_319
轴承过热,FaultPhenomenon,REPAIRED_BY,校正转轴,RepairMethod,通过校正转轴修复,船舶电气设备及系统::chunk_319
触电,FaultPhenomenon,RELATED_TO,电伤,FaultPhenomenon,触电包括电伤,船舶电气设备及系统::chunk_319
触电,FaultPhenomenon,RELATED_TO,电击,FaultPhenomenon,触电包括电击,船舶电气设备及系统::chunk_319
触电,FaultPhenomenon,RELATED_TO,双线触电,FaultPhenomenon,双线触电是触电的一种,船舶电气设备及系统::chunk_319
触电,FaultPhenomenon,RELATED_TO,单相触电,FaultPhenomenon,单相触电是触电的一种,船舶电气设备及系统::chunk_319
触电,FaultPhenomenon,RELATED_TO,单线触电,FaultPhenomenon,单线触电是触电的一种,船舶电气设备及系统::chunk_319
触电,FaultPhenomenon,CAUSED_BY,直流电,Parameter,触电与电流种类有关，直流电有分解血液作用,船舶电气设备及系统::chunk_320
触电,FaultPhenomenon,CAUSED_BY,交流电,Parameter,触电与电流种类有关，交流电破坏神经,船舶电气设备及系统::chunk_320
触电,FaultPhenomenon,CAUSED_BY,电流量大小,Parameter,触电伤害程度与流过人体的电流量大小有关,船舶电气设备及系统::chunk_320
触电,FaultPhenomenon,CAUSED_BY,交流电流频率,Parameter,触电伤害程度与交流电流频率有关,船舶电气设备及系统::chunk_320
触电,FaultPhenomenon,CAUSED_BY,电压高低,Parameter,触电伤害程度与电压高低有关,船舶电气设备及系统::chunk_320
触电,FaultPhenomenon,CAUSED_BY,电流路径,Parameter,触电伤害程度与电流流过人体的路径有关,船舶电气设备及系统::chunk_320
触电,FaultPhenomenon,CAUSED_BY,人体电阻,Parameter,触电伤害程度与人体电阻有关,船舶电气设备及系统::chunk_320
触电,FaultPhenomenon,CAUSED_BY,人的体质,Parameter,触电伤害程度与人的体质有关,船舶电气设备及系统::chunk_320
触电,FaultPhenomenon,CAUSED_BY,缺乏安全用电意识,FaultCause,触电原因之一是缺乏安全用电意识,船舶电气设备及系统::chunk_320
触电,FaultPhenomenon,CAUSED_BY,违反操作标准或误操作,FaultCause,触电原因之一是违反操作标准或误操作,船舶电气设备及系统::chunk_320
触电,FaultPhenomenon,CAUSED_BY,紧张过度，举措失当,FaultCause,触电原因之一是紧张过度，举措失当,船舶电气设备及系统::chunk_320
触电,FaultPhenomenon,CAUSED_BY,电气设备年久失修,FaultCause,触电原因之一是电气设备年久失修,船舶电气设备及系统::chunk_320
触电,FaultPhenomenon,CAUSED_BY,绝缘破坏,FaultCause,触电原因之一是绝缘破坏,船舶电气设备及系统::chunk_320
触电,FaultPhenomenon,CAUSED_BY,未妥善接地,FaultCause,触电原因之一是未妥善接地,船舶电气设备及系统::chunk_320
触电,FaultPhenomenon,REPAIRED_BY,强化安全用电意识,SafetyNote,预防触电的措施之一是强化安全用电意识,船舶电气设备及系统::chunk_320
触电,FaultPhenomenon,REPAIRED_BY,强化应急应变能力训练,SafetyNote,预防触电的措施之一是强化应急应变能力训练,船舶电气设备及系统::chunk_320
触电,FaultPhenomenon,REPAIRED_BY,严格遵守安全操作规程,SafetyNote,预防触电的措施之一是严格遵守安全操作规程,船舶电气设备及系统::chunk_320
触电,FaultPhenomenon,REPAIRED_BY,可靠的安全接地或接零,SafetyNote,预防触电的措施之一是电气设备必须有可靠的安全接地或接零,船舶电气设备及系统::chunk_320
触电,FaultPhenomenon,REPAIRED_BY,做好电气设备的维修保养,SafetyNote,预防触电的措施之一是做好电气设备的维修保养,船舶电气设备及系统::chunk_320
电气设备,Equipment,HAS_SAFETY_NOTE,可靠的安全接地或接零,SafetyNote,电气设备必须有可靠的安全接地或接零,船舶电气设备及系统::chunk_320
电气设备,Equipment,HAS_SAFETY_NOTE,做好电气设备的维修保养,SafetyNote,需要做好电气设备的维修保养,船舶电气设备及系统::chunk_320
电气设备,Equipment,HAS_SAFETY_NOTE,安全接地,SafetyNote,必须有可靠的安全接地,船舶电气设备及系统::chunk_321
电气设备,Equipment,HAS_SAFETY_NOTE,接零,SafetyNote,必须有可靠的接零,船舶电气设备及系统::chunk_321
